source_id,company,vendor,kind,filename,raw_rel_path,status,compiled_into,notes
session-20260814-maxwell,local,ProjectionPhysics,artifact,photon_infall.gif,../artifacts/maxwell/photon_infall.gif,generated,docs/wiki/theory-maxwell-flow.md,光子随流入黑洞动画(P1)
session-20260814-maxwell,local,ProjectionPhysics,artifact,report.json,../artifacts/maxwell/report.json,generated,docs/wiki/theory-maxwell-flow.md,麦克斯韦×流动验证报告JSON
session-20260814-maxwell,local,ProjectionPhysics,artifact,report.md,../artifacts/maxwell/report.md,generated,docs/wiki/theory-maxwell-flow.md,麦克斯韦×流动验证报告MD
session-20260814-maxwellspace,local,ProjectionPhysics,artifact,three_fields.png,../artifacts/maxwellspace/three_fields.png,generated,docs/wiki/theory-maxwell-space.md,"三场同源:C波动⟹E=-∂tC,B=∂xC"
session-20260814-maxwellspace,local,ProjectionPhysics,artifact,maxwell_residuals.png,../artifacts/maxwellspace/maxwell_residuals.png,generated,docs/wiki/theory-maxwell-space.md,麦克斯韦自动成立残差≈0
session-20260814-maxwellspace,local,ProjectionPhysics,artifact,source_drives_C.png,../artifacts/maxwellspace/source_drives_C.png,generated,docs/wiki/theory-maxwell-space.md,MS5电荷驱动空间场
session-20260814-maxwellspace,local,ProjectionPhysics,artifact,report.json,../artifacts/maxwellspace/report.json,generated,docs/wiki/theory-maxwell-space.md,电磁=空间场运动学报告JSON
session-20260814-maxwellspace,local,ProjectionPhysics,artifact,report.md,../artifacts/maxwellspace/report.md,generated,docs/wiki/theory-maxwell-space.md,电磁=空间场运动学报告MD
session-20260814-electron,local,ProjectionPhysics,artifact,electron_tornado.png,../artifacts/electron/electron_tornado.png,generated,docs/wiki/theory-maxwell-space.md,电子=空间流动龙卷风(源+涡旋)探讨图
session-20260814-electron,local,ProjectionPhysics,artifact,coulomb_vs_sink.png,../artifacts/electron/coulomb_vs_sink.png,generated,docs/wiki/theory-maxwell-space.md,库仑场vs流动汇1/r²形状对应
session-20260814-electron,local,ProjectionPhysics,artifact,self_energy.png,../artifacts/electron/self_energy.png,generated,docs/wiki/theory-maxwell-space.md,经典自能vs电子质量量级
session-20260814-electron,local,ProjectionPhysics,artifact,report.json,../artifacts/electron/report.json,generated,docs/wiki/theory-maxwell-space.md,电子流动结构探讨报告
session-20260814-spacefield3d,local,ProjectionPhysics,artifact,vortex_curl.png,../artifacts/spacefield3d/vortex_curl.png,generated,docs/wiki/theory-spacefield3d.md,涡旋C与B=curlC(磁场=自旋)
session-20260814-spacefield3d,local,ProjectionPhysics,artifact,report.json,../artifacts/spacefield3d/report.json,generated,docs/wiki/theory-spacefield3d.md,3D向量微积分验证报告JSON
session-20260814-paper,local,ProjectionPhysics,artifact,projection-physics.tex,../paper/projection-physics.tex,generated,docs/wiki/current-status.md,首篇论文主文件(REVTeX prd preprint单栏,20页,tectonic编译)
session-20260814-paper,local,ProjectionPhysics,artifact,projection-physics.bib,../paper/projection-physics.bib,generated,docs/wiki/current-status.md,论文参考文献18条(全真实)
session-20260814-paper,local,ProjectionPhysics,artifact,projection-physics.pdf,../paper/projection-physics.pdf,generated,docs/wiki/current-status.md,tectonic 0.17.0编译产物20页零错误
session-20260814-paper,local,ProjectionPhysics,artifact,projection-physics-zh.tex,../paper/projection-physics-zh.tex,generated,docs/wiki/current-status.md,论文中文版(内容与英文版等同,REVTeX+ctex fandol,13页)
session-20260814-paper,local,ProjectionPhysics,artifact,projection-physics-zh.pdf,../paper/projection-physics-zh.pdf,generated,docs/wiki/current-status.md,tectonic 0.17.0编译产物13页零错误
session-20260814-spinspace,local,ProjectionPhysics,artifact,double_cover.png,../artifacts/spinspace/double_cover.png,generated,docs/wiki/theory-spin-from-space.md,SU(2)双重覆盖:旋转2π变号
session-20260814-spinspace,local,ProjectionPhysics,artifact,three_directions.png,../artifacts/spinspace/three_directions.png,generated,docs/wiki/theory-spin-from-space.md,三方向⟹σ
session-20260814-spinspace,local,ProjectionPhysics,artifact,report.json,../artifacts/spinspace/report.json,generated,docs/wiki/theory-spin-from-space.md,自旋=三方向涌现验证报告
